Title,Label
"කුවේට් යාම ප්‍රතික්ෂේප කළ තරුණියට සරණාගතභාවය හිමි වේ,International"
"මෙක්සිකෝ - ඇමරිකා දේශසීමා අර්බුදය විසදන්න ට්‍රම්ප්ගෙන් ප්‍රතිඥා,International"
"හීතෲ පැයකට නවතී,International"
"මහ රෑ කාඩ්බෝඩ් තුවක්කුවක් පෙන්වා සුරූපී තරුණියක් අල්ලන්න ගිය ලොකු අයියාට අන්තිමට සිදුවූ නොසිතූ දේ,International"
"කිම් ජොං අන්^ දුම්රියෙන් චීනයට,International"
"ලෝක බැංකු සභාපති ඉල්ලා අස්වෙයි,International"
"ඔවුන් මාව මරාවි - මගේ ජීවිතය අනතුරේ යැයි පවසා තොටුපොළේ නතරවූ තරුණිය,International"
"අප්‍රිකානු ගැබොන් රාජ්‍යයේ හමුදා කුමන්ත්‍රණය පරදී,International"
"මැලේසියාව නව රජ කෙනෙකු පත් කර ගැනීමට සැරසේ,International"
"රාවණා රජුගේ \'දඬුමොණරය\' ගැන අලුත්ම හෙළිදරව්ව එළියට එයි,International"
"ට්‍රම්ප් - කිම් ජොං අන්^ දෙවැනි සමුළුව ගැන සාකච්ඡා,International"
"ආර්ථික ගැටළුව විසඳන්න චීන - ඇමරිකා සාකච්ඡාවක්,International"
"ට්‍රම්ප් උතුරු කොරියාව සමඟ යලි සාකච්ජාවට ස්ථානයක් සොයයි,International"
"මලයාසියාවේ සුල්තාන්වරයා ඉල්ලා අස්වෙයි,International"
"ඇෆ්ගනිස්ථානයේ පතලක් කඩා වැටී 30ක් මරුට,International"
"කුම්භමේලාවට ඉන්දියාව කෝටි 4300 ක් වෙන් කරයි,International"
"ඉන්දීය සිසුවෙකු අයර්ලන්තයේදී සෙල්ෆි ඡායාරූපයක් ගැනීමට ගොස් මරු දකී,International"
"ඉරාන තෙල් මිලදී ගැනීමට නව ගැනුම්කරුවන්,International"
"පැරිසියේ නැවතත් විරෝධතා,International"
"සෞදි කතුන්ට දික්කසාදය කෙටි පණිවුඩයකින්,International"
"තායිලන්තයේ ගුවන් ගමන් යළි ඇරඹේ,International"
"පාකිස්ථානයට එක්සත් අරාබි එමීරයෙනුත් ඩොලර් බිලියන 6 ක මූල්‍යාධාර,International"
"ඕනෑම මොහොතක යුද්ධයකට සූදානම්ව සිටින්නැයි චීන ජනපති ෂී ජින්පින් හමුදාවෙන් ඉල්ලයි,International"
"චීනය මව් බෝම්බයක් අත්හදා බලයි,International"
"කෝටි 57කට අලෙවි වූ කෙළවල්ලා (ඡායාරූප),International"
"ඉරානය^ ඇමරිකාව ආසන්නයට යුද නැව් යැවීමට සැරසේ,International"
"චීනයේ ජනගහණය අඩුවීමේ ප්‍රවණතාවක්,International"
"තායිලන්තයට සුළි කුණාටුවක්,International"
"ඇන්ජලා මර්කල් ඇතුළු දේශපාලනඥයින් රැසකගේ පෞද්ගලික තොරතුරු සයිබර් ප්‍රහාරකයින් ප්‍රසිද්ධ කරයි,International"
"නොහික්මුණු කන්ටේනර් රථ රියදුරා යතුරුපැදිකරුවන් 20ක් යටකරගෙන ගිය මාරක අනතුර CCTV කැමරාවක සටහන් වූ හැටි,International"
"චීනයේ සංචාරය කරන ඇමරිකානුවන්ට දැනුම්දීමක්,International"
"31 කඩාවැටුණු ගොඩනැගිල්ලේ සුන්බුන් අතරින් සියල්ලන් පුදුම කරමින් නිරුපද්‍රිතව බේරාගත් බිලිඳා (වීඩියෝ සහිතයි),International"
"කර්මාන්තශාලාවක පිපිරීමකින් පුද්ගලයන් 6 දෙනෙකුට එතැනම දිවි අහිමි වූ හැටි,International"
"චීනය තවත් සූදානමක,International"
"ලොවම වසඟයට ගත් සරාගී දෙනෙත් වලට ප්‍රියංකාගේ සැමියා නික් යටවෙයි,International"
"චීනය^ චාන්ගි - 4 අභ්‍යවකාශ යානය සාර්ථකව සඳ මතට ගොඩබස්සවයි,International"
"මව විලිරුදාවෙන් කෑ ගසද්දී දරු උපත සිදුනොකර 2019 උදාවනතුරු ගනිමින් සිටි අමානුෂික වෛද්‍යවරු\"",International"
"හිම මිනිසෙකුගේ හැඩය ගත් ග්‍රහ වස්තුවක් අභ්‍යවකාශයෙන්,International"
"ඩෙන්මාර්කයේ දුම්රිය අනතුරක්,International"
"ආචාර්ය උපාධිය ගන්න ඔන්න මෙන්න තිබියදී කඳු නගින්න ගිහින් ඇදවැටුණු හැටි,International"
"චීන ජනපතිගෙන් තායිලන්ත ජනතාවට ඉල්ලීමක්,International"
"ලොව වැඩිම ගුවන් අනතුරු සිදුවූ වසර බවට පසුගිය වසර පත් වේ,International"
"2019 උදාව සමරද්දී ලෝකප්‍රසිද්ධ සිඩ්නි සැණකෙළියේ නව වසර උදාවේ සිදුවූ වරද,International"
"සම අයිතීන් වෙනුවෙන් කේරළයේ කාන්තාවන් වීථි බසී,International"
"නොසන්සුන් සුබ පැතුම ඇමරිකාව හකුලා ගනී,International"
"බංග්ලාදේශ ක්‍රිකට් නායක මෂ්රෆී මොර්ටාසා පාර්ලිමේන්තුවට,International"
"නව අවුරුදු උදාවේදී තායි ජාතිකයෙක්^ 6 දෙනෙකු වෙඩි තබා ඝාතනය කරයි,International"
"රුසියාවේ මහල් ගොඩනැගිල්ලක් කඩා වැටී 4ක් මරුට - 40ක් අතුරුදන්,International"
"දිය ඇල්ල ළඟ සෙල්ෆි ගන්න ගිය සිසුවා පහලට වැටී මියයයි,International"
"කිම් ජොං අන්ගෙන් නව වසරේදී අනතුරු ඇගවීමක්,International"
"බංග්ලාදේශ මැතිවරණ කොමසාරිස් නව ඡන්දයක් ප්‍රතික්ෂේප කරයි,International"
"ලෝකයම උත්කර්ශවත් ලෙස නව වසර පිළිගනී (ඡායාරූප),International"
"වේදිකාවේ ගීත ගායනා කරමින් සිටි සුපිරි ගායකයෙකු කකුල් දෙකෙන් ඔසවා පොළොවේ ගැසූ හැටි,International"
"2018 වසරේ ලොවම උඩුයටිකුරු කළ පින්තූරයේ ඇත්ත කතාව වසරේ අන්තිම මොහොතේ එළියට (ඡායාරූප සහිතයි),International"
"නව වසර උදාව කිරිබතී දිවයිනෙන් ඇරඹේ (වීඩියෝ සහිතයි),International"
"අයි.එස්.ට එරෙහි^ සටන අඛන්ඩව - ට්‍රම්ප්ගෙන් ප්‍රකාශයක්,International"
"බංග්ලාදේශ මැතිවරණයෙන් අග්‍රාමාත්‍ය ෂික් හසීනාට ජය,International"
"බංග්ලාදේශ මහමැතිවරණය දා^ ප්‍රචණ්ඩත්වයෙන්^ 12ක් මිය යයි,International"
"පිලිපීනයේ චණ්ඩ මාරුතයකින් 22ක් ජීවිතක්ෂයට,International"
"ඉන්දියානු ගල් අඟුරු ආකරයක සිර වූ පතල්කරුවන් 15 දෙනා මුදා ගැනීමේ දුෂ්කර මෙහෙයුමක් (ඡායාරූප),International"
"දකුණු කොරියානු නායකයා යළි හමුවීමට කිම් ජොං අන් සූදානම්,International"
"චීනය^ සූකර වසර සැමරීමට සැරසේ,International"
"සයිබර් ප්‍රහාරයකින් ඇමරිකාව් පුවත් බෙදාහැරීම අඩාල වේ,International"
"චීන ගගන යානය සඳේ අඳුරු පැත්තට ගොඩබෑමට සූදානම්,International"
"පැරීසියේ කහ බැනියම් විරෝධතාවට යළිත් කඳුළු ගෑස් ප්‍රහාරයක්,International"
"ඇමරිකා ජනපති ට්‍රම්ප් සහ චීන ජනපති ෂී ජින්පින් අතර දුරකථන සංවාදයක්,International"
"බංග්ලාදේශයේ මහ මැතිවරණය අදයි,International"
"කාශ්මීරයේ වෙඩි තැබීමකින් ත්‍රස්තවාදීන් 4 ක් මරුට,International"
"ඊජිප්තුවේ බෝම්බ ප්‍රහාරයකින් සිව් දෙනෙකු මරුට,International"
"ගැලපගෝස් දිවයිනේ ගිනිකෙළි තහනම් කෙරේ,International"
"පිලිපීනයේ භූ කම්පනයක්,International"
"ඉන්දුනීසියානු ගිනි කන්දේ තුනෙන් දෙකක් මුහුදට කඩාවැටේ,International"
"හිම කුණාටු නිසා^ ඇමරිකාවේ ගුවන් ගමන් ඇණහිටී,International"
"ඉන්දුනීසියාවේ භූ කම්පනයක්,International"
"ජාවා රයිනෝ සුනාමියෙන් අතුරුදන්වීමේ අවදානමක්,International"
"සෞදි අරාබියේ අමාත්‍ය මණ්ඩල සංශෝධනයක්,International"
"මිෂෙල් ඔබාමා ^ හිලරි ක්ලින්ටන් අභිබවයි,International"
"ඇමරිකානු රහස් හෙළිකලැයි ට්‍රම්ප්ට චෝදනා,International"
"පාකිස්ථානයේ හිටපු ජනාධිපති සර්දාරිට රටින් පිටවීම තහනම් කෙරේ,International"
"ඉන්දුනීසියාවේ ගුවන් ගමන් සීමා කෙරේ,International"
"වියට්නාම ජාතිකයින් 152 ක් තායිවානයේදී අතුරුදන්,International"
"සිරියාවට එල්ල වූ ඊශ්‍රායල ප්‍රහාරය රුසියාව හෙළා දකී,International"
"නත්තල් දා ට්‍රම්ප්^ හදිසියේ ඉරාකයේ සිටින ඇමරිකානු සෙබළුන් හමුවෙයි,International"
"තල්මසුන් දඩයමට ඇති නීති ජපානය ලිහිල් කරයි,International"
"සිරියාවේ ඩැමස්කස් අගනුවරට ඊශ්‍රායලයෙන් මිසයිල ප්‍රහාරයක්,International"
"සුනාමියෙන් පසු ඉන්දුනීසියාවට නව අනතුරු ඇගවීමේ පද්ධතියක්,International"
"සරණාගත ගැටුමකින් කුඩා දරුවෙකු මරුට,International"
"ඇෆ්ගනිස්ථානයේ වෙඩි තැබීමෙන් මිය ගිය පිරිස 43 දක්වා ඉහළට,International"
"සරල දිවියකට හුරු වන්න - පාප්වහන්සේ නත්තලේදී ඉල්ලයි,International"
"ඇෆ්ගනිස්ථානයේ වෙඩි තැබීමකින් 28 දෙනෙකු මරුට,International"
"ඉන්දුනීසියානු සුනාමියෙන් මිය ගිය ගණන 373ක් වෙයි,International"
"පාකිස්තානයේ හිටපු අගමැති නවාස් ශරීෆ් යළි සිපිරිගෙට,International"
"ඉන්දුනීසියාවේ තවත් සුනාමියක අවදානමක්,International"
"ඉන්දුනීසියාවේ සුනාමි අනතුරු ඇඟවීමේ පද්ධතිය වසර 6 ක සිට අක්‍රියයි,International"
"ඉන්දුනීසියාව යළි අවදානමක,International"
"ඉන්දුනීසියානු සුනාමියෙන් මියගිය සංඛ්‍යාව තවත් ඉහළට,International"
"ඉන්දුනීසියානු ගිනි කඳු සුනාමියෙන් මියගිය සංඛ්‍යාව 168 දක්වා ඉහළට,International"
"ඉන්දියානු කොටස් වෙළඳපොළ ජර්මනිය අභිබවා යයි,International"
"පාකිස්ථානය^ රාජ් කපූර් සහ දිලිප් කුමාර්ගේ නිවාස පවරාගනී,International"
"ඉන්දුනීසියානු ගිනි කඳු සුනාමියේ මරණ සංඛ්‍යාව ඉහළට,International"
"සෝමාලියාවේ ජනපති නිල නිවස අසල බෝම්බ ප්‍රහාරයක්,International"
"ඉන්දීය මහ මැතිවරණයට තමිල්නාඩුවේ සිනමා නළු සටනක්,International"
"නේපාලයේ බස් රථ අනතුරකින් 23 දෙනෙකු ජීවිතක්ෂයට,International"
"2018 ප්‍රංශයට ඉතිහාසයේ උණුසුම්ම වසරයි,International"
"ඒඩ්ස් සටන ජය ගැනීමේ^ පෙර නිමිති,International"
"ඇමරිකානු රජය අක්‍රිය වෙයි,International"
"21 දෙනෙකුට මරු කැඳවූ නේපාලයේ බස් රථ අනතුර,International"
"ලන්ඩන් - ගැට්වික් ගුවන් තොටුපළ අක්‍රිය කරමින් ඩ්‍රෝන යැවූ දෙදෙනෙකු සැකපිට අත්අඩංගුවට,International"
"ඇමරිකානු කොටස් වෙළඳපොළ කඩා වැටේ,International"
"සෞදි ඔත්තු සේවාවේ වෙනසක්,International"
"තාවකාලිකව වැසුණු ගැට්වික් ගුවන් තොටුපළ යළි විවෘත කෙරේ,International"
"සෞදි අරාබියෙන් නව ආයතන 3 ක්,International"
"ඇමරිකානු ආරක්ෂක ලේකම් ඉල්ලා අස්වේ,International"
"චීන හැකර්වරුන්ට එරෙහිව ඇමරිකාව නඩු පවරයි,International"
"සියල්ලන් වසඟයට ගත් නිල් චිත්‍රපට නිළිය පොලිසියෙන් අත්අඩංගුවට ගනී,International"
"හැමෝම ආදරය කරන රෙස්ලිං වැඩකරුගේ ඉලක්කය වැරදී දරුණු අනතුරකට ලක්වෙයි - දිවි ඇතිතෙක් අහිමිවූ දේ,International"
"ඩ්‍රෝන් යානයක් නිසා ලන්ඩන් - ගැට්වික් ගුවන්තොටුපල අක්‍රිය වෙයි,International"
"ගුවන් යානයෙන් වැටුණු කලිසම් දෙකක් අවාසනාවන්ත ලෙස තිදෙනෙකුට මරු කැඳවූ හැටි මෙන්න (ඡායාරූප සහිතයි),International"
"ට්‍රම්ප්ගේ පුදුම සහගත තීරණයට බටහිර රටවලින් විවේචන,International"
"සුරූපී බිරිඳගේ දණහිස් පහරින් සැමියාගේ රහස් ප්‍රදේශය ගැලවී යයි (ඡායාරූප සහිතයි),International"
"දකුණු කොරියාව^ ඇමරිකාව සමඟ යුද අභ්‍යාසයක,International"
"සිරියාවේ මෙහෙයුම්වල නිරත සෙබළුන් ඉවත් කිරීමේ ට්‍රම්ප්ගේ තීරණයට විරෝධය,International"
"උතුරු කොරියාවට ඇමරිකාවෙන් ආධාර,International"
"සිරියාවෙන් හමුදා ඉවත් කරගැනීමට ඇමරිකාව සැරසේ,International"
"පැනමාවේ උරගයෙකුට ට්‍රම්ප්ගේ නම,International"
"කොංගෝවේ ගැටුම්වලින් 120 ක් මරුට,International"
"බෙල්ජියම් අගමැති ධුරයෙන් ඉවත් වේ,International"
"බෙල්ජියම් අග්‍රාමාත්‍යවරයා ධුරයෙන් ඉල්ලා අස්වෙයි,International"
"දකුණු කොරියාව සුකීට දුන් නම්බු නාමය ඉවත් කර ගනී,International"
"මුම්බායි නුවර රෝහලක ගින්නකින් 8 ක් මරුට - 147 කට තුවාල,International"
"තෙරේසා මේට යළි විශ්වාසභංගයක්,International"
"තම පියාට එරෙහිවූ 2 වසරේ පාසල් දැරියගෙන් පොලිසියට පැමිණිල්ලක්,International"
"වසරේ දරුණුතම ගුවන් ප්‍රහාරය සෝමාලියාවට,International"
"ඇමරිකාව සමඟ තවත් සාකච්ඡාවක්,International"
"තට්ටු 15 කින් බිමට පැනපු සිසුවා මරුට,International"
"හිටපු ජනාධිපති අබ්දුල්ලා යමීන්ට මුල්‍ය චෝදනාවක්,International"
"යූටියුබ් නාලිකා මිලියන 1.67ක් ඉවත් කිරීමට තීරණය කරයි,International"
"රැප් සංගීතය පාලනයට රුසියානු ජනාධිපති සැරසේ,International"
"ජපානයේ ආපනශාලවක පිිපිරීමකින් 42කට තුවාල,International"
"උතුරු කොරියාව^ ඇමරිකානු සම්බාධක ඉවත දමයි,International"
"උතුරු ජපානයේ ආපනශාලාවක පිපිරීමක්,International"
"යේමන සටන් විරාමය අනිද්දා සිට,International"
"කාම්බෝජයෙන් ටොන් 3ක ඇත් දළ තොගයක් සොයා ගැනේ,International"
"රාහුල් ගාන්ධිට වර්ගවාදී ප්‍රහාරයක්,International"
"චීනය අල්ලසට එරෙහි සටන ජයගනී,International"
"චීන ජනපතිගෙන් අඟහරුවාදා විශේෂ ප්‍රකාශයක්,International"
"පැරිස් කාලගුණ සම්මුතිය ක්‍රියාවට නැංවීමට රටවල් රැසක එකඟත්වය,International"
"හිටපු ඇමරිකානු ජනාධිපති ඔබාමාගේ සෞඛ්‍ය රක්ෂණයෙන් ව්‍යවස්ථාව උල්ලංඝනය වන බවට තීන්දුවක්,International"
"නේපාලයේ මාර්ග අනතුරකින් 20 දෙනෙකු ජීවිතක්ෂයට,International"
"ජෙරුසෙලම^ ඊශ්‍රායලයේ අගනුවර බව ඕස්ට්‍රේලියාව පිළි ගනී,International"
"දේවාලයක පූජාව අනුභව කළ 11 දෙනෙකු ජීවිතක්ෂයට,International"
"මුහුණු පොතේ රූප නිරාවරණය වෙයි,International"
"රාහුල් ගාන්ධි ශ්‍රේෂ්ඨාධිකරණ තීන්දුවට අභියෝග කරයි,International"
"ආණ්ඩු පක්ෂය සහ විපක්ෂය අතර ගැටුම් මැද ඉන්දීය රාජ්‍ය සභාව කල් තබයි,International"
"ඕස්ට්‍රේලියාවට ප්‍රබල චන්ඩ මාරුතයක්,International"
"කශෝගි ඝාතනයට සල්මාන් කුමරු වගකිව යුතු බව ඇමරිකානු සෙනෙට් මණ්ඩලය කියයි,International"
"මෝදි රජයේ ප්‍රහාරක යානා ගණුදෙනුව ගැන පරීක්ෂණ අනවශ්‍ය බවට ඉන්දීය ශ්‍රේෂ්ඨාධිකරණයෙන් තීන්දුවක්,International"
"කශෝගි ඝාතනයට සල්මාන් කුමරු වගකිව යුතු බව ඇමරිකානු සෙනෙට් මණ්ඩලය කියයි,International"
"තුර්කියේ අධිවේගී දුම්රිය දෙකක් ගැටී හතරදෙනෙකු මියයයි,International"
"ඝාතන තැතක් ගැන වෙනිසියුලානු ජනපතිගෙන් ඇමරිකාවට චෝදනා,International"
"ඇමරිකානු සහ මෙක්සිකෝ ජනපතිවරුන් අතර දුරකථන සංවාදයක්,International"
"බ්‍රිතාන්‍ය අගමැතිනිය විශ්වාසය දිනාගනී,International"
"බ්‍රිතාන්‍ය අගමැතිනියට විශ්වාසභංගයක්,International"
"බෝම්බ බියක් නිසා ෆේස් බුක් මුලස්ථානය කැළඹෙයි,International"
"මෝදි ජනතා මතය පිලිගනී,International"
"බ්‍රසීලයේ කතෝලික දේවස්ථානයක සිදුවූ වෙඩි තැබීමකින් 5 දෙනෙකු මරුට,International"
"ප්‍රංශයේ වෙඩි තැබීමක් - ත්‍රස්ත ප්‍රහාරයක් දැයි සැක,International"
"ලිංගික හිංසනයන්ට ලක්වන්නන් හෙළි නොකරන්නැයි ඉන්දීය ශ්‍රේෂ්ඨාධිකරණයෙන් නියෝග,International"
"මහබැංකු අධිපතිවරයා ඉල්ලා අස්වීමත් සමග ඉන්දීය රුපියල පහළට,International"
"තායිලන්ත මහමැතිවරණයට දින නියම වෙයි,International"
"රාහුල් ගාන්ධිගෙන්^ මෝදිට අභියෝග,International"
"ප්‍රංශ ජනපති විරෝධතාකරුවන්ට සහන ලබාදෙන්න එකඟ වෙයි,International"
"ඇන්ටාක්ටිකාවේ භූ කම්පනයක්,International"
"ඉන්දියාවේ මහබැංකු අධිපති ඉල්ලා අස්වෙයි,International"
"බංග්ලාදේශය ප්‍රවෘත්ති වෙබ් අඩවි 58ක් තාවකාලිකව වසයි,International"
"සැවොම සංවේදී කරමින් ලෝකෙම වසඟයට ගත් අයෝමය කැන්ගරුවා රොජර් මියගිය හැටි මෙන්න,International"
"පරාජය හමුවේ බ්‍රිතාන්‍ය අගමැතිනිය^ ඡන්දය කල් දමයි,International"
"ජම්මු කාශ්මීර ආණ්ඩුකාරවරයාගේ තීරණයක් අභියෝගයට ලක්කරමින් ගොනු වූ පෙත්සමක් ඉන්දීය ශ්‍රේෂ්ඨාධිකරණය ප්‍රතික්ෂේප කරයි,International"
"මැලේසියාවේ හිටපු අගමැති අත්අඩංගුවට,International"
"බ්‍රිතාන්‍යයට හුදෙකලා තීරණයක් ගත හැකි බව යුරෝපා අධිකරණය කියයි,International"
"ප්‍රංශ ජනපති කහ කමිසකරුවන් හමුවේ,International"
"වොෂින්ටන් නුවර දකුණු ප්‍රදේ්ශයට අධික හිම කුණාටු තත්ත්වයක්,International"
"කහ බැනියම් විරෝධතාවෙන් ප්‍රංශ ආර්ථිකයට දැඩි බලපෑම්,International"
"ප්‍රංශ ජනපතිගෙන් විශේෂ ප්‍රකාශයක්,International"
"ඉන්දියාව පෙරමුණට,International"
"ගෝලීය කාලගුණ වෙනස ගැන ලෝක නායකයන් අතර මතභේද,International"
"ඩොනල්ඩ් ට්‍රම්ප්ගේ කාර්ය මණ්ඩල ප්‍රධානියාත් ඉවත්වෙයි,International"
"චීනයෙන් කැනඩාවට අනතුරු ඇඟවීමක්,International"
"මෙවර ලෝක රූ රැජින මෙක්සිකෝවෙන්,International"
"පැරිස් නුවර යළිත් කඳුළු ගෑස් සහ ජල ප්‍රහාර - දහසක් අත්අඩංගුවට,International"
"අදත් ප්‍රංශයේ විරෝධතාකරුවන්ට කඳුළු ගෑස්,International"
"ජපානය විදේශ ශ්‍රමිකයන්ට දොරටු විවෘත කරයි,International"
"කාශ්මීරයේ රිය අනතුරකින් 11 දෙනෙකු ජීවිතක්ෂයට,International"
"පැරිසිය නැවතත් විරෝධතාවලට මුහුණදෙන්න සූදානම්,International"
"ඉතාලියේ රාත්‍රී සමාජශාලාවක තෙරපීමකින් 6 දෙනෙකු ජීවිතක්ෂයට,International"
"මියන්මාර කාන්තාවන් බලහත්කාරයෙන් චීනයේදී විවාහ කරන බවට තොරතුරු,International"
"ඉන්දියානු ප්‍රාන්ත මැතිවරණවලදී තියුණු තරඟයක්,International"
"සඳේ නුදුටු පසට^ චීනයෙන් ගවේෂණ යානයක්,International"
"ඉම්රාන් ඛාන්ගෙන් ඇමරිකාවට ප්‍රබල පිළිතුරක්,International"
"සී.එන්.එන්. ප්‍රවෘත්ති සේවයට බෝම්බ තර්ජන,International"
"චීන ජංගම දුරකථන දැවැන්තයාගේ ප්‍රධාන මූල්‍ය නිලධාරිනිය කැනඩාවේදී අත්අඩංගුවට,International"
"වායු දූෂණය ඉහළම නගරය නවදිල්ලියයි,International"
"සිංගප්පූරුවේ ප්‍රධාන පෙළේ හෝටලයක ආහාර විෂවීමකින් 175 දෙනෙකු රෝහල් ගත කෙරේ,International"
"ලයිබීරියාවේ සියයට 68 ක විදුලිය සොරාගනී,International"
"උතුරු කොරියාව යළිත් මිසයිල පද්ධතියක් සකස් කරන බවට අනාවරණයක්,International"
"ජෝර්ජ් එච්.ඩබ්ලිව්. බුෂ්ගේ අවමංගල්‍යයට රාජ්‍ය නායකයින් රැසක්,International"
"ඇමරිකානු ගුවන් යානා දෙකක් අනතුරක,International"
"නවදිල්ලිය වායු දූෂණයෙන් අනතුරේ,International"
"ඉන්දියාව විශාලතම චන්ද්‍රිකාව කක්ෂගත කරයි,International"
"නිව් කැලඩෝනියාවට ප්‍රබල භූ කම්පනයක් - සුනාමි අනතුරු ඇඟවීමක් නිකුත්කරයි,International"
"සියදිවි හානිකරගන්න වස පානය කරන බුකිය කැළඹුණු වීඩියෝව,International"
"කාන්තා කණ්ඩායමේ ක්‍රීඩිකාවන් මුහුණදුන් ලිංගික හිංසනය මෙන්න,International"
"කශෝගිගේ ඝාතනය ගැන පරීක්ෂණයක් කළ යුතු බව ඇමරිකානු සෙනෙට් සභිකයන් කියයි,International"
"යුරෝපා සංගමයෙන් වෙන්වීමේ^ යෝජනාවට බ්‍රිතාන්‍ය පාර්ලිමේන්තුව එරෙහි වේ,International"
"මලයාසියාවේ සාප්පු සංකීර්ණයක පිපිරීමක්,International"
"කශෝගි ඝාතනය ගැන සී.අයි.ඒ. ප්‍රධානී අද ඇමරිකානු කොංග්‍රසය අමතයි,International"
"සෝයුස් රොකට්ටුවක් යළි උඩු ගුවනට,International"
"කටාරය^ ඔපෙක් සංවිධානයෙන් ඉවත් වෙයි,International"
"තමන්ගේ මුහුණ උඩුයටිකුරු කරන අමුතු වැඩකරුගේ සුපිරි වීඩියෝව,International"
"ගුවන් ප්‍රහාරයකින් ඇෆ්ගනිස්ථානයේ තලේබාන් ප්‍රධානියෙකු මරුට,International"
"මිහිතලයේ උණුසුමට ගැන ලෝක කාලගුණ සමුළුවේ අවධානයට,International"
"ප්‍රංශ ජනපති හදිසි රැස්වීමක් කැඳවයි,International"
"ලැව් ගිනිවලින් ඕස්ට්‍රේලියාවේ හෙක්ටයාර පන්ලක්ෂයක් විනාශයි,International"
"කෂෝගි ඝාතනයට සල්මාන් කුමරු සම්බන්ධ බවට තවත් තොරතුරක්,International"
"ඉන්දුනීසියාවේ භූ කම්පනයක්,International"
"ඇමරිකාව සහ චීනය අතර එකඟතාවක්,International"
"බොලිවුඩ් පුරයේ රාජකීය මංගල්‍යයක්,International"
"ලෝක කාලගුණික සමුළුව අද ඇරඹේ,International"
"ඉන්ධන විරෝධතා නිසා පැරිසියේ ගුටි කෙළි,International"
"ට්‍රම්ප් - කිම්ජොං අන් හමුවක් යළි සිදුවන ලකුණු,International"
"ප්‍රංශයේ විරෝධතාකරුවන්ට කදුළු ගෑස්,International"
"ට්‍රම්ප් සහ ෂී - ජින්පින් අතර අද තීරණාත්මක සාකච්ඡාවක්,International"
"බංග්ලාදේශ මැතිවරණයට ඇමරිකාවෙන් නිරික්ෂකයන්,International"
"හිටපු ඇමරිකානු ජනාධිපති ජෝර්ජ් එච්.ඩබ්ලිව්. බුෂ් මියයයි,International"
"හිමාලයේ තවත් මහා භූ කම්පනයක් ඇතිවීමේ අවදානමක්,International"
"ප්‍රබල භූ කම්පනයකින් ඇලස්කාව සෙලවේ,International"
"දකුණු කොරියානු දුම්රියක් උතුරු කොරියාවට,International"
"මෝදි රජයට විරෝ්ධය පා ගොවීන් දහස් ගණනක් නව දිල්ලියට,International"
"මෝදි^ සල්මාන් කුමරු හමුවක්,International"
"නෞකා 3 ක් සිය ග්‍රහණයට ගැනීම සම්බන්ධයෙන් රුසියානු ජනාධිපති ව්ලැදිමීර් පුටින් විශේෂ ප්‍රකාශයක්,International"
"ගුවන් නියමුවාගේ ඇස් දෙක වැසී ගොස් යානය අන්තිමට නතරවූ තැන,International"
"කාබුල් හි බ්‍රිතාන්‍ය ආරක්ෂක සමාගමකට ප්‍රහාරයක් - 10 ක් මරුට,International"
"චීනයේ පිපිරීමකින් 23 දෙනෙකු මියයයි,International"
"ඕස්ටේලියාවේ - ක්වීන්ස්ලන්ඩ් ප්‍රාන්තයට ලැව් ගින්නෙන් දැඩි බලපෑම්,International"
"ඇමරිකා - රුසියානු සාකච්ඡා අත්හිටුවයි,International"
"7 වසරේ අනීෂා පාසල් කිහිපයක් පැමිණි උත්සවයේ වේදිකාවේ උඩම එක්වරම ඇදවැටී ජීවිතයෙන් සමුගනී,International"
"වාතයේ කාබන්ඩයොක්සයිඩ් ප්‍රතිශතය තවත් ඉහළට,International"
"බුකිය රත්කළ යකඩ නයාගේ ඇත්ත කතාව මෙන්න,International"
"ඇෆ්ගනිස්ථානයේදී ඇමරිකානු භටයන්ට ප්‍රහාරයක්,International"
"ඇමරිකා - බ්‍රිතාන්‍ය වෙළඳ ගණුදෙනු ගැන ට්‍රම්ප් කථා කරයි,International"
"යුක්රේනයේ යුද නීතිය,International"
"ත්‍රාසජනක අත්දැකීමක් ගන්න හිතාගෙන ගිය ගමන අවසානාවන්ත ලෙස නතරවූ තැන,International"
"අඟහරු අභ්‍යන්තරය පිරික්සන රොබෝ ගවේෂකය රතු ග්‍රහයාට ගොඩ බසී,International"
"මාලදිවයින් හිටපු ජනපති සියළු චෝදනාවලින් නිදහස්,International"
"මුම්බායි ප්‍රහාරයට වසර 10යි,International"
"ඉරාන භූ කම්පනයෙන් 700කට තුවාල,International"
"යුක්රේන වැසියන් රුසියානු තානාපති කාර්යාලය ඉදිරිපිට විරෝධතාවක,International"
"නවසීලන්තයේ වෙරළට මියගිය තල්මසුන් 145 ක් ගොඩගසයි,International"
"ඇමරිකාවට ඇතුලුවීමට තැත්කළ 500ක් පිටුවහල් කෙරේ,International"
"යුක්රේනය සහ රුසියාව අතර උණුසුම් තත්වයක්,International"
"බ්‍රිතාන්‍යය වෙන්වීමට යුරෝපා සංගම් නායකයන්ගේ අනුමැතිය,International"
"වික්ටෝරියා විලේ බෝට්ටුවක් පෙරළී 29 දෙනෙකු මරුට,International"
"තායිවාන ජනපතිනිය ඉල්ලා අස්වේ,International"
